Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,64%_BPM,76%_BPM,Intensity,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Workout_Type_Cardio,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga
49,40.0,1.89,192,168,122.88,145.92,3,50,1.51,837.0,29.4,3.5,3,1,11.1978948,1,0,0,1,0
27,96.8,1.73,174,136,111.36,132.24,3,71,1.91,887.0,31.7,2.6,3,2,32.34321227,1,0,0,1,0
18,80.5,1.752,196,159,125.44,148.96,3,55,2.0,816.0,25.2,2.3,2,1,26.22573549,0,0,0,0,1
36,69.0,1.76,191,153,122.24,145.16,3,73,1.01,1276.0,16.7,2.9,4,1,22.27530992,0,0,0,1,0
20,43.5,1.52,189,146,120.96,143.64,3,63,2.0,1213.0,24.3,2.5,4,2,18.82790859,0,0,0,1,0
55,54.2,1.62,197,127,126.08,149.72,2,56,1.18,335.0,28.3,2.4,2,1,20.65233958,0,0,0,1,0
34,59.8,1.77,186,151,119.04,141.36,3,55,0.97,792.0,23.0,2.1,3,2,19.08774618,0,0,0,0,1
18,52.2,1.75,171,165,109.44,129.96,3,72,1.45,570.0,26.1,3.4,4,1,17.04489796,1,0,0,1,0
40,45.4,1.84,167,156,106.88,126.92,3,50,1.13,771.0,11.5,3.5,4,2,13.40973535,0,1,0,0,0
28,62.1,1.68,191,130,122.24,145.16,2,74,0.85,1098.0,13.9,2.8,4,2,22.00255102,1,0,0,1,0
26,72.8,1.57,196,138,125.44,148.96,2,61,1.04,1382.0,29.8,3.4,2,3,29.53466672,0,0,0,1,0
27,73.5,1.92,168,155,107.52,127.68,3,50,1.18,1048.0,14.2,3.4,5,2,19.93815104,1,0,0,1,0
22,78.4,1.66,182,168,116.48,138.32,3,70,1.67,495.0,10.0,2.5,3,1,28.45115401,0,0,0,1,0
51,87.1,1.77,185,126,118.4,140.6,2,60,1.46,990.0,21.1,3.4,2,1,27.80171726,1,1,0,0,0
45,76.3,1.67,177,168,113.28,134.52,3,50,1.41,1013.0,11.6,3.1,3,3,27.35845674,0,1,0,0,0
33,75.5,1.85,181,147,115.84,137.56,3,59,1.22,1267.0,21.8,2.8,3,2,22.05989774,1,0,1,0,0
44,49.3,1.55,193,168,123.52,146.68,3,72,1.48,918.0,21.5,3.6,5,1,20.52029136,1,1,0,0,0
56,92.0,1.86,184,167,117.76,139.84,3,71,1.56,999.0,24.2,2.1,5,3,26.59266967,1,1,0,0,0
35,44.0,1.59,168,144,107.52,127.68,3,54,1.39,1040.0,29.0,3.4,2,2,17.40437483,0,0,0,1,0
46,92.6,1.76,197,144,126.08,149.72,2,74,0.96,1291.0,13.8,3.3,2,2,29.89411157,0,0,1,0,0
59,50.2,1.6,174,169,111.36,132.24,3,55,1.33,1377.4,16.14,1.5,4,2,19.609375,1,0,0,1,0
23,83.0,1.74,160,120,102.4,121.6,2,72,1.35,1628.0,21.0,3.3,5,2,27.41445369,0,0,0,0,1
21,78.5,1.8,179,169,114.56,136.04,3,59,1.64,683.0,23.9,2.7,4,1,24.22839506,1,0,0,0,1
56,56.2,1.69,198,155,126.72,150.48,3,74,1.64,1486.0,24.4,1.8,2,1,19.67718217,1,1,0,0,0
58,87.4,1.64,188,148,120.32,142.88,3,57,0.56,1249.0,10.0,3.5,3,3,32.49553837,0,0,0,1,0
26,92.2,1.59,176,143,112.64,133.76,3,55,1.57,1050.0,24.5,2.4,4,2,36.47007634,0,0,0,1,0
18,83.1,1.94,188,153,120.32,142.88,3,56,1.41,1180.0,24.4,3.3,3,2,22.07992348,0,0,0,0,1
36,47.1,1.72,194,145,124.16,147.44,2,50,1.572,843.0,21.8,1.9,3,1,15.92076798,1,0,0,1,0
18,53.1,1.7,181,169,115.84,137.56,3,73,1.01,1740.0,23.8,2.3,4,1,18.37370242,0,0,0,1,0
53,76.2,1.67,185,142,118.4,140.6,3,68,1.55,804.0,25.5,3.4,3,1,27.32260031,1,0,1,0,0
46,48.4,1.82,163,163,104.32,123.88,3,68,1.51,1221.0,19.2,3.7,5,2,14.61176186,1,0,1,0,0
24,47.3,1.92,189,155,120.96,143.64,3,74,1.4,505.0,29.5,3.4,5,2,12.83094618,1,0,1,0,0
46,91.8,1.7,191,152,122.24,145.16,3,71,1.32,927.0,26.8,1.8,3,1,31.76470588,0,1,0,0,0
31,71.4,1.68,180,143,115.2,136.8,3,68,1.37,606.0,23.8,3.2,2,2,25.29761905,1,0,0,0,1
24,103.6,1.88,175,154,112.0,133.0,3,60,1.55,436.0,20.9,3.2,3,1,29.31190584,0,0,0,0,1
35,81.0,1.78,196,151,125.44,148.96,3,67,2.0,1246.0,10.0,3.3,3,1,25.56495392,1,0,1,0,0
55,94.9,1.52,196,120,125.44,148.96,1,73,2.0,1309.0,27.9,1.5,2,1,41.0751385,1,0,1,0,0
21,80.0,1.67,167,169,106.88,126.92,3,57,0.94,899.0,29.8,3.1,3,2,28.68514468,1,0,0,1,0
29,40.0,1.77,191,169,122.24,145.16,3,58,1.2,613.0,22.2,2.2,4,2,12.7677232,1,0,0,1,0
35,69.5,1.68,172,155,110.08,130.72,3,59,1.78,1350.0,23.6,1.6,3,2,24.62443311,0,0,1,0,0
37,48.3,1.81,167,134,106.88,126.92,3,69,1.97,1276.0,26.1,1.8,3,2,14.74313971,0,0,0,0,1
18,44.8,1.67,193,137,123.52,146.68,2,61,1.3,719.0,21.6,2.3,4,1,16.06368102,0,0,0,0,1
54,68.9,1.78,187,155,119.68,142.12,3,60,1.42,913.0,30.7,3.4,3,1,21.74599167,0,0,0,1,0
44,63.6,1.77,161,169,103.04,122.36,3,50,1.57,1283.0,17.8,2.1,3,2,20.30067988,1,1,0,0,0
27,40.0,1.72,178,132,113.92,135.28,2,72,0.83,857.0,27.3,3.2,4,2,13.52082207,1,1,0,0,0
35,66.7,1.72,171,153,109.44,129.96,3,65,1.15,776.0,18.7,2.5,4,1,22.5459708,1,0,1,0,0
44,47.3,1.72,198,164,126.72,150.48,3,70,1.46,1103.0,26.7,1.5,4,2,15.98837209,0,0,0,1,0
39,70.3,1.74,170,152,108.8,129.2,3,59,2.0,864.0,20.4,1.5,3,2,23.21971198,1,1,0,0,0
49,74.7,1.81,176,132,112.64,133.76,2,63,1.81,758.0,23.9,1.7,3,2,22.80150179,1,0,0,0,1
26,57.8,1.61,162,135,103.68,123.12,3,65,1.91,684.0,18.2,3.7,3,1,22.29852243,0,0,0,0,1
18,40.0,1.72,193,138,123.52,146.68,2,74,1.41,726.0,28.0,3.7,2,3,13.52082207,0,0,0,0,1
33,79.8,1.53,172,148,110.08,130.72,3,72,1.98,1132.0,14.7,1.7,3,2,34.08945277,0,0,0,0,1
18,75.8,1.99,191,167,122.24,145.16,3,71,1.53,850.0,10.0,3.5,4,1,19.14093078,1,0,1,0,0
47,74.7,1.77,195,130,124.8,148.2,2,68,1.93,1056.0,22.1,3.4,4,2,23.84372307,1,0,1,0,0
40,83.6,1.84,175,137,112.0,133.0,3,66,1.46,1481.0,23.0,2.5,5,1,24.69281664,1,1,0,0,0
38,101.8,1.51,163,169,104.32,123.88,3,72,1.42,1384.0,25.6,3.3,4,1,44.6471646,0,0,0,1,0
25,56.8,1.718,191,150,122.24,145.16,3,61,2.0,1183.0,24.3,1.7,3,1,19.24429549,1,0,0,1,0
42,86.7,1.7,196,135,125.44,148.96,2,68,1.22,923.0,27.2,3.2,3,2,30.0,1,0,0,1,0
18,40.9,1.87,160,140,102.4,121.6,3,50,1.28,1261.0,17.1,2.1,4,2,11.69607367,0,0,1,0,0
28,87.3,1.51,190,168,121.6,144.4,3,56,2.0,1306.0,32.0,2.3,4,2,38.28779439,0,0,0,0,1
26,89.2,1.81,161,169,103.04,122.36,3,61,1.34,820.0,23.5,2.6,4,1,27.22749611,0,0,0,1,0
23,75.9,1.81,196,125,125.44,148.96,1,55,1.4,1177.0,30.0,3.4,3,2,23.16779097,0,0,1,0,0
30,100.1,1.76,170,160,108.8,129.2,3,55,1.43,1694.0,25.9,1.8,3,2,32.31534091,0,0,1,0,0
18,80.8,1.85,188,141,120.32,142.88,2,74,1.19,838.0,12.1,3.5,2,1,23.60847334,1,0,0,0,1
58,68.6,1.72,164,155,104.96,124.64,3,72,1.23,797.0,27.2,2.5,2,1,23.18820984,1,0,0,0,1
46,45.7,1.96,168,137,107.52,127.68,3,64,1.38,1303.0,29.8,3.3,2,2,11.89608496,1,0,0,1,0
19,55.2,1.71,172,136,110.08,130.72,3,74,1.93,670.0,10.0,3.1,4,1,18.87760337,1,0,0,0,1
31,91.7,1.74,172,166,110.08,130.72,3,56,1.28,892.0,19.8,3.1,4,3,30.28801691,1,0,0,0,1
47,78.7,1.69,170,144,108.8,129.2,3,57,1.0,845.0,24.5,1.9,4,1,27.5550576,0,0,0,0,1
28,40.0,1.57,165,169,105.6,125.4,3,68,1.04,669.0,30.2,2.6,2,2,16.22783886,1,1,0,0,0
22,47.1,1.87,165,132,105.6,125.4,3,68,0.72,674.0,31.7,3.2,2,2,13.46907261,0,0,0,1,0
23,85.1,1.79,194,138,124.16,147.44,2,55,1.16,829.0,23.7,2.6,4,2,26.55972036,0,0,0,1,0
48,87.9,1.5,180,164,115.2,136.8,3,68,1.41,974.0,22.1,2.6,4,1,39.06666667,1,0,0,0,1
24,74.2,1.58,177,140,113.28,134.52,3,71,1.28,780.0,23.6,1.9,4,2,29.72280083,1,0,0,1,0
33,66.2,1.8,160,155,102.4,121.6,3,74,1.26,906.0,23.9,3.2,4,1,20.43209877,0,0,0,0,1
22,49.6,1.87,190,137,121.6,144.4,2,54,1.6,1326.0,30.5,1.9,5,1,14.18399154,0,0,1,0,0
18,63.9,1.86,161,147,103.04,122.36,3,51,1.83,1178.0,24.0,3.3,2,1,18.47034339,0,0,0,1,0
43,75.0,1.8,170,141,108.8,129.2,3,61,1.09,790.0,32.8,2.4,3,2,23.14814815,0,0,0,0,1
54,69.8,1.75,170,131,108.8,129.2,3,72,1.29,954.0,32.0,3.2,2,1,22.79183673,0,0,0,1,0
42,40.5,1.64,196,137,125.44,148.96,2,59,1.12,1150.0,13.4,3.7,5,2,15.05800119,1,0,0,0,1
18,43.8,1.96,193,142,123.52,146.68,2,50,1.03,1590.0,29.7,3.6,2,3,11.40149938,1,0,0,1,0
24,45.7,1.63,199,144,127.36,151.24,2,71,0.94,1137.0,19.6,1.8,2,3,17.20049682,1,0,0,0,1
43,40.0,1.73,161,146,103.04,122.36,3,69,1.312,1359.0,21.3,2.5,2,3,13.36496375,0,1,0,0,0
25,40.8,1.69,194,145,124.16,147.44,2,54,1.65,1353.0,24.4,2.5,4,1,14.2852141,0,0,1,0,0
59,82.0,1.51,185,121,118.4,140.6,2,70,1.82,625.0,28.5,2.2,4,3,35.96333494,0,0,0,1,0
29,60.9,1.92,192,151,122.88,145.92,3,67,1.5,1407.0,18.0,3.5,5,1,16.52018229,1,1,0,0,0
27,55.0,1.68,169,136,108.16,128.44,3,64,1.07,1389.0,24.6,2.1,4,2,19.48696145,0,1,0,0,0
23,59.0,1.62,193,162,123.52,146.68,3,56,1.39,670.0,17.6,1.6,5,1,22.48132907,1,1,0,0,0
34,80.0,2.0,173,125,110.72,131.48,2,56,1.82,773.0,22.3,2.8,4,2,20.0,1,0,0,1,0
24,44.3,1.65,189,129,120.96,143.64,2,56,1.9,972.0,27.8,3.3,2,1,16.271809,0,0,0,0,1
24,63.6,1.74,199,135,127.36,151.24,2,61,1.31,486.0,26.1,2.2,2,3,21.00673801,0,0,1,0,0
29,50.2,1.89,197,125,126.08,149.72,1,51,1.46,1286.0,27.6,3.3,2,3,14.05335797,1,0,0,1,0
58,43.6,1.67,176,142,112.64,133.76,3,74,1.13,1089.0,26.7,3.4,4,2,15.63340385,0,0,1,0,0
38,60.5,1.72,187,139,119.68,142.12,2,50,1.34,1096.0,20.9,3.7,4,2,20.45024337,0,0,0,0,1
34,92.4,1.79,179,128,114.56,136.04,2,52,0.52,724.0,25.3,3.1,5,3,28.83805125,0,1,0,0,0
39,76.7,1.86,193,122,123.52,146.68,1,65,1.29,1770.0,23.1,3.2,3,1,22.17019309,1,0,0,0,1
38,66.86,1.7,181,144,115.84,137.56,3,56,1.47,574.0,26.3,2.6,4,1,23.1349481,0,0,1,0,0
18,71.9,1.88,177,159,113.28,134.52,3,57,2.0,1571.0,10.0,2.4,3,2,20.34291535,0,0,0,0,1
25,59.2,1.84,168,160,107.52,127.68,3,51,1.53,1476.0,25.1,3.7,4,2,17.48582231,1,0,0,0,1
27,57.4,1.89,193,128,123.52,146.68,2,51,0.92,1121.0,22.4,3.5,4,2,16.06897903,0,0,0,0,1
33,69.5,1.75,178,131,113.92,135.28,2,74,1.51,1651.0,32.4,1.6,3,3,22.69387755,0,0,0,1,0
23,47.4,1.96,161,142,103.04,122.36,3,65,1.18,441.0,18.7,1.6,3,1,12.33860891,0,1,0,0,0
33,76.5,1.75,198,139,126.72,150.48,2,57,1.22,984.0,12.5,3.4,3,1,24.97959184,0,0,0,1,0
18,53.5,1.68,198,134,126.72,150.48,2,74,1.9,368.0,28.1,3.1,5,2,18.95549887,1,0,1,0,0
25,83.1,1.72,182,167,116.48,138.32,3,67,0.89,771.0,23.8,2.3,4,1,28.08950784,1,0,0,1,0
47,70.4,1.93,177,153,113.28,134.52,3,74,1.28,846.0,23.5,1.6,3,2,18.89983624,1,0,0,1,0
39,50.3,1.94,164,160,104.96,124.64,3,66,0.58,992.0,10.0,2.9,4,1,13.36486343,1,1,0,0,0
28,65.3,1.68,161,145,103.04,122.36,3,73,0.72,408.0,32.4,1.7,5,2,23.13633787,1,0,1,0,0
20,66.2,1.85,196,120,125.44,148.96,1,58,0.84,420.0,24.9,1.5,4,1,19.34258583,0,0,1,0,0
19,51.4,1.84,169,152,108.16,128.44,3,58,1.14,1175.0,20.9,3.5,5,3,15.18194707,1,1,0,0,0
58,78.3,1.52,176,123,112.64,133.76,2,74,1.49,1063.0,30.5,3.4,3,2,33.89023546,1,1,0,0,0
31,79.4,1.56,171,126,109.44,129.96,2,69,1.42,963.0,21.3,3.1,3,3,32.62656147,1,1,0,0,0
25,72.5,1.78,177,142,113.28,134.52,3,67,1.99,1047.0,27.4,3.0,4,3,22.88221184,0,0,1,0,0
21,92.1,1.77,175,167,112.0,133.0,3,74,1.66,737.0,25.3,3.3,4,2,29.39768266,0,1,0,0,0
55,72.6,1.55,191,137,122.24,145.16,2,50,2.0,1084.0,24.1,2.5,3,2,30.21852237,1,1,0,0,0
40,76.7,1.68,177,133,113.28,134.52,2,57,0.89,984.0,27.3,3.1,2,3,27.17545351,0,1,0,0,0
39,91.0,1.73,165,169,105.6,125.4,3,72,1.49,813.0,23.3,3.4,2,3,30.40529253,0,0,0,1,0
26,78.3,1.58,184,141,117.76,139.84,3,68,1.5,1436.0,15.0,3.7,3,1,31.36516584,1,0,0,0,1
26,54.2,1.64,190,151,121.6,144.4,3,65,0.82,1184.0,16.7,3.3,2,1,20.15169542,1,0,0,0,1
42,108.5,1.85,179,167,114.56,136.04,3,74,1.39,801.0,29.0,3.0,2,3,31.70197224,0,1,0,0,0
18,83.2,1.62,169,156,108.16,128.44,3,57,1.37,871.0,10.0,2.5,4,2,31.70248438,0,1,0,0,0
19,64.8,1.6,189,149,120.96,143.64,3,59,0.5,880.0,22.3,1.9,4,2,25.3125,1,0,0,0,1
25,45.5,1.58,182,136,116.48,138.32,2,69,2.0,1137.0,17.4,1.7,2,2,18.22624579,1,0,0,0,1
42,59.0,1.89,175,142,112.0,133.0,3,63,1.25,1092.0,27.7,3.5,5,1,16.51689482,1,0,1,0,0
43,89.2,1.73,163,135,104.32,123.88,3,67,1.51,1367.0,14.5,3.5,3,1,29.80386916,1,0,0,0,1
47,108.3,1.67,176,169,112.64,133.76,3,69,1.07,1204.0,27.6,3.7,2,2,38.83251461,1,0,0,0,1
30,87.9,1.62,178,138,113.92,135.28,3,65,1.68,1205.0,20.9,2.6,4,1,33.49336991,0,0,0,0,1
48,45.9,1.94,169,141,108.16,128.44,3,74,1.13,1507.0,29.1,3.2,5,2,12.19577001,1,1,0,0,0
18,107.0,1.75,177,155,113.28,134.52,3,71,2.0,645.0,27.0,3.2,5,2,34.93877551,0,0,0,1,0
39,40.7,1.84,197,145,126.08,149.72,2,55,1.48,1128.0,25.3,1.5,4,1,12.02150284,0,0,0,1,0
18,65.3,1.6,177,153,113.28,134.52,3,74,0.96,1111.2,23.6,2.4,4,1,25.5078125,0,0,0,0,1
50,88.5,2.0,181,146,115.84,137.56,3,72,1.33,1088.0,11.9,2.3,4,1,22.125,1,1,0,0,0
27,62.5,1.67,186,129,119.04,141.36,2,65,1.2,1783.0,23.2,1.5,3,2,22.41026928,1,0,0,1,0
43,79.0,1.73,186,158,119.04,141.36,3,55,1.2,1146.0,25.2,3.6,4,2,26.3958034,1,1,0,0,0
27,40.0,1.85,177,156,113.28,134.52,3,65,1.58,1014.0,24.0,3.7,5,3,11.68736304,1,1,0,0,0
19,51.8,1.6,176,159,112.64,133.76,3,72,1.14,574.0,25.3,2.0,4,2,20.234375,0,1,0,0,0
38,89.3,1.58,184,135,117.76,139.84,2,58,1.58,995.0,24.0,2.9,4,3,35.77151098,1,0,1,0,0
27,80.0,1.86,177,153,113.28,134.52,3,74,0.9,886.0,25.1,1.6,2,1,23.12406059,1,0,0,1,0
33,40.0,1.75,185,125,118.4,140.6,2,54,2.0,870.0,18.7,1.8,3,1,13.06122449,0,0,0,0,1
50,102.6,1.62,198,138,126.72,150.48,2,66,1.48,1149.0,10.0,2.7,5,2,39.09465021,1,0,1,0,0
18,69.2,1.62,164,167,104.96,124.64,3,62,1.5,1721.0,25.0,2.3,5,1,26.36793172,0,0,1,0,0
19,75.3,1.67,166,130,106.24,126.16,3,58,1.22,928.0,27.4,3.2,3,2,26.99989243,0,0,1,0,0
45,45.9,1.51,195,142,124.8,148.2,2,57,1.64,303.0,29.8,2.7,3,1,20.13069602,0,1,0,0,0
59,66.9,1.57,178,120,113.92,135.28,2,71,1.44,1153.0,27.5,3.3,2,2,27.14106049,0,0,0,0,1
42,50.3,1.69,199,159,127.36,151.24,3,69,0.95,1293.0,14.8,3.2,3,2,17.61142817,1,0,0,0,1
32,68.7,1.77,186,152,119.04,141.36,3,63,1.85,1118.0,28.5,3.5,3,2,21.92856459,0,0,0,0,1
37,44.2,1.5,194,154,124.16,147.44,3,74,1.11,612.0,24.0,3.5,2,2,19.64444444,0,1,0,0,0
18,46.0,1.79,177,140,113.28,134.52,3,68,2.0,1386.0,23.6,3.2,3,2,14.3566056,1,1,0,0,0
18,74.8,1.76,186,134,119.04,141.36,2,68,0.5,1783.0,21.8,3.5,4,3,24.14772727,0,1,0,0,0
54,46.3,1.62,161,138,103.04,122.36,3,60,1.03,1175.0,32.2,2.5,4,2,17.64212772,0,0,1,0,0
24,87.1,1.9,196,122,125.44,148.96,1,51,1.42,1153.0,27.6,3.3,3,1,24.12742382,0,0,0,0,1
43,40.0,1.89,169,134,108.16,128.44,3,54,0.57,1267.0,21.4,1.5,4,2,11.1978948,1,0,1,0,0
18,49.3,1.71,162,160,103.68,123.12,3,52,1.23,375.0,29.4,3.4,5,2,16.85988851,1,0,0,0,1
18,67.9,1.81,194,137,124.16,147.44,2,73,1.19,1405.0,33.8,3.2,2,1,20.72586307,1,1,0,0,0
33,49.7,1.82,179,169,114.56,136.04,3,71,1.55,968.0,32.2,3.6,4,3,15.00422654,0,1,0,0,0
49,88.4,1.75,192,145,122.88,145.92,2,74,1.27,493.0,23.5,2.2,3,1,28.86530612,0,0,0,0,1
48,45.8,1.8,167,135,106.88,126.92,3,53,1.28,1239.0,24.5,1.6,4,2,14.13580247,0,0,0,1,0
19,129.9,1.82,182,158,116.48,138.32,3,70,1.44,1155.0,20.2,3.6,3,1,39.21627823,0,1,0,0,0
35,40.3,1.79,183,120,117.12,139.08,2,68,1.24,1420.0,14.5,1.7,5,1,12.57763491,0,0,0,1,0
34,72.1,1.78,167,163,106.88,126.92,3,58,0.84,536.0,12.1,2.9,3,2,22.75596516,0,0,1,0,0
50,103.8,1.54,185,169,118.4,140.6,3,56,2.0,766.0,27.3,3.1,3,1,43.76792039,1,0,1,0,0
18,41.0,1.97,189,149,120.96,143.64,3,63,1.64,596.0,22.74,1.8,2,2,10.56455977,0,0,0,1,0
36,85.1,1.73,194,156,124.16,147.44,3,74,1.41,1024.0,28.9,3.5,4,3,28.43396037,1,1,0,0,0
18,81.0,1.64,175,169,112.0,133.0,3,74,1.99,878.0,21.7,1.5,2,3,30.11600238,0,0,0,0,1
47,74.1,1.87,168,123,107.52,127.68,2,70,0.95,1030.0,14.8,1.5,3,1,21.19019703,1,0,0,0,1
32,72.1,1.71,173,156,110.72,131.48,3,72,1.61,606.0,12.0,2.7,2,2,24.65715947,1,0,1,0,0
45,47.9,1.71,194,169,124.16,147.44,3,70,0.78,772.0,23.5,2.8,3,2,16.38110872,1,0,1,0,0
25,113.3,1.75,187,155,119.68,142.12,3,74,1.44,564.0,22.1,1.6,3,2,36.99591837,0,0,0,1,0
23,56.8,1.83,197,152,126.08,149.72,3,56,1.22,1193.0,23.2,1.6,4,2,16.9607931,0,1,0,0,0
23,78.2,1.9,180,131,115.2,136.8,2,55,0.85,888.0,16.2,2.3,3,1,21.66204986,1,0,0,1,0
25,40.0,1.68,175,123,112.0,133.0,2,66,0.74,1783.0,27.9,3.5,3,3,14.1723356,0,0,0,1,0
59,40.0,1.78,179,139,114.56,136.04,3,59,1.16,483.0,19.7,3.7,3,1,12.6246686,0,0,1,0,0
23,69.2,1.73,180,165,115.2,136.8,3,70,2.0,765.0,23.3,1.8,4,2,23.12138728,1,0,1,0,0
48,91.3,1.58,175,152,112.0,133.0,3,72,1.25,1576.0,28.9,3.4,2,2,36.57266464,1,0,0,0,1
46,68.2,1.88,172,167,110.08,130.72,3,70,1.41,723.0,17.2,2.6,5,1,19.29606157,0,0,0,1,0
18,45.1,1.86,182,169,116.48,138.32,3,64,0.92,1482.0,25.5,3.7,2,3,13.03618915,1,0,0,1,0
20,70.5,1.65,179,144,114.56,136.04,3,74,0.6,1151.0,15.5,3.5,2,2,25.8953168,0,0,0,0,1
18,54.2,1.68,199,137,127.36,151.24,2,74,1.67,972.0,14.1,3.4,2,1,19.20351474,1,0,1,0,0
18,83.6,1.86,170,162,108.8,129.2,3,74,0.83,732.0,22.7,2.8,2,3,24.16464331,1,0,1,0,0
37,58.0,1.6,168,143,107.52,127.68,3,52,1.28,834.0,21.0,3.6,4,2,22.65625,1,0,0,1,0
27,45.6,1.75,177,146,113.28,134.52,3,74,2.0,1108.0,18.0,2.9,4,2,14.88979592,1,0,0,0,1
52,40.0,1.91,194,151,124.16,147.44,3,59,1.96,535.0,23.4,1.5,4,2,10.96461172,1,0,1,0,0
30,40.0,1.62,166,164,106.24,126.16,3,73,1.23,1046.0,25.2,3.7,5,3,15.24157903,1,0,0,0,1
23,83.5,1.5,194,142,124.16,147.44,2,63,2.0,767.0,25.8,2.9,4,2,37.11111111,1,0,0,0,1
22,81.9,1.8,163,146,104.32,123.88,3,74,1.15,971.0,22.4,2.5,5,2,25.27777778,1,0,1,0,0
40,45.2,1.74,180,136,115.2,136.8,2,74,1.08,1058.0,26.0,3.3,3,3,14.92931695,0,0,0,0,1
49,60.2,1.62,162,155,103.68,123.12,3,72,1.11,1105.0,23.4,3.1,3,1,22.93857644,0,0,0,1,0
51,47.3,1.74,194,148,124.16,147.44,3,55,2.0,1259.0,28.8,3.1,3,1,15.62293566,1,0,0,1,0
28,69.3,1.61,187,140,119.68,142.12,2,53,1.12,998.0,17.6,2.8,3,3,26.73507967,0,0,1,0,0
33,40.0,1.79,189,144,120.96,143.64,3,67,2.0,1285.0,27.2,2.6,3,2,12.48400487,1,0,1,0,0
48,87.3,2.0,190,159,121.6,144.4,3,61,1.97,897.0,10.7,3.5,5,3,21.825,0,0,0,0,1
49,40.0,1.77,175,127,112.0,133.0,2,73,1.2,1109.0,24.7,2.4,3,3,12.7677232,0,0,0,0,1
26,55.4,2.0,181,124,115.84,137.56,2,62,1.22,1292.0,26.8,2.4,3,2,13.85,1,0,1,0,0
18,50.9,1.73,170,137,108.8,129.2,3,58,1.43,804.0,23.5,3.7,2,2,17.00691637,0,0,0,1,0
55,59.9,1.53,178,157,113.92,135.28,3,54,1.23,1044.0,26.9,3.4,4,1,25.58844889,1,0,1,0,0
44,66.8,1.97,194,126,124.16,147.44,2,65,1.66,1382.0,18.5,1.6,4,2,17.21250225,0,0,1,0,0
50,97.0,1.65,191,133,122.24,145.16,2,70,1.43,1256.0,27.1,1.5,5,1,35.62901745,0,1,0,0,0
37,75.8,1.63,192,131,122.88,145.92,2,64,0.98,921.0,26.5,1.5,4,1,28.52948925,0,0,0,1,0
21,51.6,1.5,175,149,112.0,133.0,3,66,2.0,863.0,25.2,2.0,3,1,22.93333333,1,0,0,0,1
27,55.4,1.88,187,134,119.68,142.12,2,53,2.0,855.0,16.3,2.6,5,1,15.67451335,1,0,0,1,0
23,72.9,1.51,190,164,121.6,144.4,3,57,1.29,925.0,22.3,1.5,2,1,31.97228192,0,0,0,1,0
30,80.2,1.91,192,135,122.88,145.92,2,62,1.47,1461.0,16.5,3.7,2,3,21.98404649,1,0,0,1,0
34,97.2,1.73,175,165,112.0,133.0,3,72,1.15,707.0,14.3,1.5,4,2,32.47686191,0,0,0,1,0
45,121.2,1.67,186,133,119.04,141.36,2,55,2.0,466.0,16.7,3.4,4,1,43.45799419,0,1,0,0,0
36,100.2,1.93,199,166,127.36,151.24,3,60,0.98,1076.0,24.6,2.7,4,2,26.90005101,1,0,1,0,0
54,56.4,1.55,186,135,119.04,141.36,2,74,1.73,1087.2,19.7,2.6,3,1,23.47554631,0,0,0,0,1
45,84.1,1.71,161,169,103.04,122.36,3,56,1.38,480.0,22.4,3.4,3,3,28.76098629,0,0,0,0,1
51,52.0,1.92,173,164,110.72,131.48,3,74,1.31,706.0,25.7,1.5,2,1,14.10590278,0,1,0,0,0
25,70.7,1.7,165,160,105.6,125.4,3,53,0.99,808.0,23.5,2.1,3,1,24.46366782,0,0,1,0,0
52,50.8,1.8,199,159,127.36,151.24,3,63,1.51,1153.0,24.9,2.4,4,2,15.67901235,1,0,1,0,0
28,48.7,1.6,175,133,112.0,133.0,2,59,1.38,996.0,23.5,1.5,2,2,19.0234375,1,0,1,0,0
24,51.3,1.69,174,153,111.36,132.24,3,74,1.18,828.0,16.1,2.6,3,2,17.96155597,1,0,0,0,1
42,77.0,1.63,185,136,118.4,140.6,2,68,1.07,1029.0,29.2,1.5,5,1,28.98114344,1,1,0,0,0
31,50.1,1.69,185,169,118.4,140.6,3,64,1.68,1001.0,27.4,1.6,4,1,17.54140261,1,0,0,1,0
45,99.3,1.93,182,137,116.48,138.32,2,50,1.23,686.0,26.8,2.4,3,3,26.65843378,1,0,0,1,0
18,89.2,1.88,189,167,120.96,143.64,3,58,2.0,1126.0,29.7,3.5,4,2,25.2376641,0,1,0,0,0
18,70.8,1.96,196,130,125.44,148.96,2,61,1.46,708.0,25.2,2.2,3,2,18.42982091,1,0,0,1,0
50,59.1,1.74,181,156,115.84,137.56,3,51,1.01,985.0,30.1,3.5,2,3,19.52041221,0,0,0,0,1
46,67.5,1.76,160,150,102.4,121.6,3,74,1.43,577.0,20.0,2.6,4,2,21.79106405,1,0,0,0,1
46,91.4,1.71,183,136,117.12,139.08,2,58,0.93,967.6,30.8,3.4,4,1,31.25748093,0,1,0,0,0
27,41.4,1.69,191,169,122.24,145.16,3,56,1.99,647.0,23.2,2.8,5,2,14.49529078,1,0,0,0,1
