Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,64%_BPM,76%_BPM,Intensity,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender,Workout_Type
31,91.7,1.74,172,166,110.08,130.72,3,56,1.28,892,19.8,3.1,4,3,30.28801691,Female,Yoga
47,78.7,1.69,170,144,108.8,129.2,3,57,1,845,24.5,1.9,4,1,27.5550576,Male,Yoga
28,40,1.57,165,169,105.6,125.4,3,68,1.04,669,30.2,2.6,2,2,16.22783886,Female,Cardio
22,47.1,1.87,165,132,105.6,125.4,3,68,0.72,674,31.7,3.2,2,2,13.46907261,Male,Strength
23,85.1,1.79,194,138,124.16,147.44,2,55,1.16,829,23.7,2.6,4,2,26.55972036,Male,Strength
48,87.9,1.5,180,164,115.2,136.8,3,68,1.41,974,22.1,2.6,4,1,39.06666667,Female,Yoga
24,74.2,1.58,177,140,113.28,134.52,3,71,1.28,780,23.6,1.9,4,2,29.72280083,Female,Strength
33,66.2,1.8,160,155,102.4,121.6,3,74,1.26,906,23.9,3.2,4,1,20.43209877,Male,Yoga
22,49.6,1.87,190,137,121.6,144.4,2,54,1.6,1326,30.5,1.9,5,1,14.18399154,Male,HIIT
18,63.9,1.86,161,147,103.04,122.36,3,51,1.83,1178,24,3.3,2,1,18.47034339,Male,Strength
43,75,1.8,170,141,108.8,129.2,3,61,1.09,790,32.8,2.4,3,2,23.14814815,Male,Yoga
54,69.8,1.75,170,131,108.8,129.2,3,72,1.29,954,32,3.2,2,1,22.79183673,Male,Strength
42,40.5,1.64,196,137,125.44,148.96,2,59,1.12,1150,13.4,3.7,5,2,15.05800119,Female,Yoga
18,43.8,1.96,193,142,123.52,146.68,2,50,1.03,1590,29.7,3.6,2,3,11.40149938,Female,Strength
24,45.7,1.63,199,144,127.36,151.24,2,71,0.94,1137,19.6,1.8,2,3,17.20049682,Female,Yoga
43,40,1.73,161,146,103.04,122.36,3,69,1.312,1359,21.3,2.5,2,3,13.36496375,Male,Cardio
25,40.8,1.69,194,145,124.16,147.44,2,54,1.65,1353,24.4,2.5,4,1,14.2852141,Male,HIIT
59,82,1.51,185,121,118.4,140.6,2,70,1.82,625,28.5,2.2,4,3,35.96333494,Male,Strength
29,60.9,1.92,192,151,122.88,145.92,3,67,1.5,1407,18,3.5,5,1,16.52018229,Female,Cardio
27,55,1.68,169,136,108.16,128.44,3,64,1.07,1389,24.6,2.1,4,2,19.48696145,Male,Cardio
23,59,1.62,193,162,123.52,146.68,3,56,1.39,670,17.6,1.6,5,1,22.48132907,Female,Cardio
34,80,2,173,125,110.72,131.48,2,56,1.82,773,22.3,2.8,4,2,20,Female,Strength
24,44.3,1.65,189,129,120.96,143.64,2,56,1.9,972,27.8,3.3,2,1,16.271809,Male,Yoga
24,63.6,1.74,199,135,127.36,151.24,2,61,1.31,486,26.1,2.2,2,3,21.00673801,Male,HIIT
29,50.2,1.89,197,125,126.08,149.72,1,51,1.46,1286,27.6,3.3,2,3,14.05335797,Female,Strength
58,43.6,1.67,176,142,112.64,133.76,3,74,1.13,1089,26.7,3.4,4,2,15.63340385,Male,HIIT
38,60.5,1.72,187,139,119.68,142.12,2,50,1.34,1096,20.9,3.7,4,2,20.45024337,Male,Yoga
34,92.4,1.79,179,128,114.56,136.04,2,52,0.52,724,25.3,3.1,5,3,28.83805125,Male,Cardio
39,76.7,1.86,193,122,123.52,146.68,1,65,1.29,1770,23.1,3.2,3,1,22.17019309,Female,Yoga
38,66.86,1.7,181,144,115.84,137.56,3,56,1.47,574,26.3,2.6,4,1,23.1349481,Male,HIIT
18,71.9,1.88,177,159,113.28,134.52,3,57,2,1571,10,2.4,3,2,20.34291535,Male,Yoga
25,59.2,1.84,168,160,107.52,127.68,3,51,1.53,1476,25.1,3.7,4,2,17.48582231,Female,Yoga
27,57.4,1.89,193,128,123.52,146.68,2,51,0.92,1121,22.4,3.5,4,2,16.06897903,Male,Yoga
33,69.5,1.75,178,131,113.92,135.28,2,74,1.51,1651,32.4,1.6,3,3,22.69387755,Male,Strength
23,47.4,1.96,161,142,103.04,122.36,3,65,1.18,441,18.7,1.6,3,1,12.33860891,Male,Cardio
33,76.5,1.75,198,139,126.72,150.48,2,57,1.22,984,12.5,3.4,3,1,24.97959184,Male,Strength
18,53.5,1.68,198,134,126.72,150.48,2,74,1.9,368,28.1,3.1,5,2,18.95549887,Female,HIIT
25,83.1,1.72,182,167,116.48,138.32,3,67,0.89,771,23.8,2.3,4,1,28.08950784,Female,Strength
47,70.4,1.93,177,153,113.28,134.52,3,74,1.28,846,23.5,1.6,3,2,18.89983624,Female,Strength
39,50.3,1.94,164,160,104.96,124.64,3,66,0.58,992,10,2.9,4,1,13.36486343,Female,Cardio
28,65.3,1.68,161,145,103.04,122.36,3,73,0.72,408,32.4,1.7,5,2,23.13633787,Female,HIIT
20,66.2,1.85,196,120,125.44,148.96,1,58,0.84,420,24.9,1.5,4,1,19.34258583,Male,HIIT
19,51.4,1.84,169,152,108.16,128.44,3,58,1.14,1175,20.9,3.5,5,3,15.18194707,Female,Cardio
58,78.3,1.52,176,123,112.64,133.76,2,74,1.49,1063,30.5,3.4,3,2,33.89023546,Female,Cardio
31,79.4,1.56,171,126,109.44,129.96,2,69,1.42,963,21.3,3.1,3,3,32.62656147,Female,Cardio
25,72.5,1.78,177,142,113.28,134.52,3,67,1.99,1047,27.4,3,4,3,22.88221184,Male,HIIT
21,92.1,1.77,175,167,112,133,3,74,1.66,737,25.3,3.3,4,2,29.39768266,Male,Cardio
55,72.6,1.55,191,137,122.24,145.16,2,50,2,1084,24.1,2.5,3,2,30.21852237,Female,Cardio
40,76.7,1.68,177,133,113.28,134.52,2,57,0.89,984,27.3,3.1,2,3,27.17545351,Male,Cardio
39,91,1.73,165,169,105.6,125.4,3,72,1.49,813,23.3,3.4,2,3,30.40529253,Male,Strength
26,78.3,1.58,184,141,117.76,139.84,3,68,1.5,1436,15,3.7,3,1,31.36516584,Female,Yoga
26,54.2,1.64,190,151,121.6,144.4,3,65,0.82,1184,16.7,3.3,2,1,20.15169542,Female,Yoga
42,108.5,1.85,179,167,114.56,136.04,3,74,1.39,801,29,3,2,3,31.70197224,Male,Cardio
18,83.2,1.62,169,156,108.16,128.44,3,57,1.37,871,10,2.5,4,2,31.70248438,Male,Cardio
19,64.8,1.6,189,149,120.96,143.64,3,59,0.5,880,22.3,1.9,4,2,25.3125,Female,Yoga
25,45.5,1.58,182,136,116.48,138.32,2,69,2,1137,17.4,1.7,2,2,18.22624579,Female,Yoga
42,59,1.89,175,142,112,133,3,63,1.25,1092,27.7,3.5,5,1,16.51689482,Female,HIIT
43,89.2,1.73,163,135,104.32,123.88,3,67,1.51,1367,14.5,3.5,3,1,29.80386916,Female,Yoga
47,108.3,1.67,176,169,112.64,133.76,3,69,1.07,1204,27.6,3.7,2,2,38.83251461,Female,Yoga
30,87.9,1.62,178,138,113.92,135.28,3,65,1.68,1205,20.9,2.6,4,1,33.49336991,Male,Yoga
48,45.9,1.94,169,141,108.16,128.44,3,74,1.13,1507,29.1,3.2,5,2,12.19577001,Female,Cardio
18,107,1.75,177,155,113.28,134.52,3,71,2,645,27,3.2,5,2,34.93877551,Male,Strength
39,40.7,1.84,197,145,126.08,149.72,2,55,1.48,1128,25.3,1.5,4,1,12.02150284,Male,Strength
18,65.3,1.6,177,153,113.28,134.52,3,74,0.96,1111.2,23.6,2.4,4,1,25.5078125,Male,Yoga
50,88.5,2,181,146,115.84,137.56,3,72,1.33,1088,11.9,2.3,4,1,22.125,Female,Cardio
27,62.5,1.67,186,129,119.04,141.36,2,65,1.2,1783,23.2,1.5,3,2,22.41026928,Female,Strength
43,79,1.73,186,158,119.04,141.36,3,55,1.2,1146,25.2,3.6,4,2,26.3958034,Female,Cardio
27,40,1.85,177,156,113.28,134.52,3,65,1.58,1014,24,3.7,5,3,11.68736304,Female,Cardio
19,51.8,1.6,176,159,112.64,133.76,3,72,1.14,574,25.3,2,4,2,20.234375,Male,Cardio
38,89.3,1.58,184,135,117.76,139.84,2,58,1.58,995,24,2.9,4,3,35.77151098,Female,HIIT
27,80,1.86,177,153,113.28,134.52,3,74,0.9,886,25.1,1.6,2,1,23.12406059,Female,Strength
33,40,1.75,185,125,118.4,140.6,2,54,2,870,18.7,1.8,3,1,13.06122449,Male,Yoga
50,102.6,1.62,198,138,126.72,150.48,2,66,1.48,1149,10,2.7,5,2,39.09465021,Female,HIIT
18,69.2,1.62,164,167,104.96,124.64,3,62,1.5,1721,25,2.3,5,1,26.36793172,Male,HIIT
19,75.3,1.67,166,130,106.24,126.16,3,58,1.22,928,27.4,3.2,3,2,26.99989243,Male,HIIT
45,45.9,1.51,195,142,124.8,148.2,2,57,1.64,303,29.8,2.7,3,1,20.13069602,Male,Cardio
59,66.9,1.57,178,120,113.92,135.28,2,71,1.44,1153,27.5,3.3,2,2,27.14106049,Male,Yoga
42,50.3,1.69,199,159,127.36,151.24,3,69,0.95,1293,14.8,3.2,3,2,17.61142817,Female,Yoga
32,68.7,1.77,186,152,119.04,141.36,3,63,1.85,1118,28.5,3.5,3,2,21.92856459,Male,Yoga
37,44.2,1.5,194,154,124.16,147.44,3,74,1.11,612,24,3.5,2,2,19.64444444,Male,Cardio
18,46,1.79,177,140,113.28,134.52,3,68,2,1386,23.6,3.2,3,2,14.3566056,Female,Cardio
18,74.8,1.76,186,134,119.04,141.36,2,68,0.5,1783,21.8,3.5,4,3,24.14772727,Male,Cardio
54,46.3,1.62,161,138,103.04,122.36,3,60,1.03,1175,32.2,2.5,4,2,17.64212772,Male,HIIT
24,87.1,1.9,196,122,125.44,148.96,1,51,1.42,1153,27.6,3.3,3,1,24.12742382,Male,Yoga
43,40,1.89,169,134,108.16,128.44,3,54,0.57,1267,21.4,1.5,4,2,11.1978948,Female,HIIT
18,49.3,1.71,162,160,103.68,123.12,3,52,1.23,375,29.4,3.4,5,2,16.85988851,Female,Yoga
18,67.9,1.81,194,137,124.16,147.44,2,73,1.19,1405,33.8,3.2,2,1,20.72586307,Female,Cardio
33,49.7,1.82,179,169,114.56,136.04,3,71,1.55,968,32.2,3.6,4,3,15.00422654,Male,Cardio
49,88.4,1.75,192,145,122.88,145.92,2,74,1.27,493,23.5,2.2,3,1,28.86530612,Male,Yoga
48,45.8,1.8,167,135,106.88,126.92,3,53,1.28,1239,24.5,1.6,4,2,14.13580247,Male,Strength
19,129.9,1.82,182,158,116.48,138.32,3,70,1.44,1155,20.2,3.6,3,1,39.21627823,Male,Cardio
35,40.3,1.79,183,120,117.12,139.08,2,68,1.24,1420,14.5,1.7,5,1,12.57763491,Male,Strength
34,72.1,1.78,167,163,106.88,126.92,3,58,0.84,536,12.1,2.9,3,2,22.75596516,Male,HIIT
50,103.8,1.54,185,169,118.4,140.6,3,56,2,766,27.3,3.1,3,1,43.76792039,Female,HIIT
18,41,1.97,189,149,120.96,143.64,3,63,1.64,596,22.74,1.8,2,2,10.56455977,Male,Strength
36,85.1,1.73,194,156,124.16,147.44,3,74,1.41,1024,28.9,3.5,4,3,28.43396037,Female,Cardio
18,81,1.64,175,169,112,133,3,74,1.99,878,21.7,1.5,2,3,30.11600238,Male,Yoga
47,74.1,1.87,168,123,107.52,127.68,2,70,0.95,1030,14.8,1.5,3,1,21.19019703,Female,Yoga
32,72.1,1.71,173,156,110.72,131.48,3,72,1.61,606,12,2.7,2,2,24.65715947,Female,HIIT
45,47.9,1.71,194,169,124.16,147.44,3,70,0.78,772,23.5,2.8,3,2,16.38110872,Female,HIIT
25,113.3,1.75,187,155,119.68,142.12,3,74,1.44,564,22.1,1.6,3,2,36.99591837,Male,Strength
23,56.8,1.83,197,152,126.08,149.72,3,56,1.22,1193,23.2,1.6,4,2,16.9607931,Male,Cardio
23,78.2,1.9,180,131,115.2,136.8,2,55,0.85,888,16.2,2.3,3,1,21.66204986,Female,Strength
25,40,1.68,175,123,112,133,2,66,0.74,1783,27.9,3.5,3,3,14.1723356,Male,Strength
59,40,1.78,179,139,114.56,136.04,3,59,1.16,483,19.7,3.7,3,1,12.6246686,Male,HIIT
23,69.2,1.73,180,165,115.2,136.8,3,70,2,765,23.3,1.8,4,2,23.12138728,Female,HIIT
48,91.3,1.58,175,152,112,133,3,72,1.25,1576,28.9,3.4,2,2,36.57266464,Female,Yoga
46,68.2,1.88,172,167,110.08,130.72,3,70,1.41,723,17.2,2.6,5,1,19.29606157,Male,Strength
18,45.1,1.86,182,169,116.48,138.32,3,64,0.92,1482,25.5,3.7,2,3,13.03618915,Female,Strength
20,70.5,1.65,179,144,114.56,136.04,3,74,0.6,1151,15.5,3.5,2,2,25.8953168,Male,Yoga
18,54.2,1.68,199,137,127.36,151.24,2,74,1.67,972,14.1,3.4,2,1,19.20351474,Female,HIIT
18,83.6,1.86,170,162,108.8,129.2,3,74,0.83,732,22.7,2.8,2,3,24.16464331,Female,HIIT
37,58,1.6,168,143,107.52,127.68,3,52,1.28,834,21,3.6,4,2,22.65625,Female,Strength
27,45.6,1.75,177,146,113.28,134.52,3,74,2,1108,18,2.9,4,2,14.88979592,Female,Yoga
52,40,1.91,194,151,124.16,147.44,3,59,1.96,535,23.4,1.5,4,2,10.96461172,Female,HIIT
30,40,1.62,166,164,106.24,126.16,3,73,1.23,1046,25.2,3.7,5,3,15.24157903,Female,Yoga
23,83.5,1.5,194,142,124.16,147.44,2,63,2,767,25.8,2.9,4,2,37.11111111,Female,Yoga
22,81.9,1.8,163,146,104.32,123.88,3,74,1.15,971,22.4,2.5,5,2,25.27777778,Female,HIIT
40,45.2,1.74,180,136,115.2,136.8,2,74,1.08,1058,26,3.3,3,3,14.92931695,Male,Yoga
49,60.2,1.62,162,155,103.68,123.12,3,72,1.11,1105,23.4,3.1,3,1,22.93857644,Male,Strength
51,47.3,1.74,194,148,124.16,147.44,3,55,2,1259,28.8,3.1,3,1,15.62293566,Female,Strength
28,69.3,1.61,187,140,119.68,142.12,2,53,1.12,998,17.6,2.8,3,3,26.73507967,Male,HIIT
33,40,1.79,189,144,120.96,143.64,3,67,2,1285,27.2,2.6,3,2,12.48400487,Female,HIIT
48,87.3,2,190,159,121.6,144.4,3,61,1.97,897,10.7,3.5,5,3,21.825,Male,Yoga
49,40,1.77,175,127,112,133,2,73,1.2,1109,24.7,2.4,3,3,12.7677232,Male,Yoga
26,55.4,2,181,124,115.84,137.56,2,62,1.22,1292,26.8,2.4,3,2,13.85,Female,HIIT
18,50.9,1.73,170,137,108.8,129.2,3,58,1.43,804,23.5,3.7,2,2,17.00691637,Male,Strength
55,59.9,1.53,178,157,113.92,135.28,3,54,1.23,1044,26.9,3.4,4,1,25.58844889,Female,HIIT
44,66.8,1.97,194,126,124.16,147.44,2,65,1.66,1382,18.5,1.6,4,2,17.21250225,Male,HIIT
50,97,1.65,191,133,122.24,145.16,2,70,1.43,1256,27.1,1.5,5,1,35.62901745,Male,Cardio
37,75.8,1.63,192,131,122.88,145.92,2,64,0.98,921,26.5,1.5,4,1,28.52948925,Male,Strength
21,51.6,1.5,175,149,112,133,3,66,2,863,25.2,2,3,1,22.93333333,Female,Yoga
27,55.4,1.88,187,134,119.68,142.12,2,53,2,855,16.3,2.6,5,1,15.67451335,Female,Strength
23,72.9,1.51,190,164,121.6,144.4,3,57,1.29,925,22.3,1.5,2,1,31.97228192,Male,Strength
30,80.2,1.91,192,135,122.88,145.92,2,62,1.47,1461,16.5,3.7,2,3,21.98404649,Female,Strength
34,97.2,1.73,175,165,112,133,3,72,1.15,707,14.3,1.5,4,2,32.47686191,Male,Strength
45,121.2,1.67,186,133,119.04,141.36,2,55,2,466,16.7,3.4,4,1,43.45799419,Male,Cardio
36,100.2,1.93,199,166,127.36,151.24,3,60,0.98,1076,24.6,2.7,4,2,26.90005101,Female,HIIT
54,56.4,1.55,186,135,119.04,141.36,2,74,1.73,1087.2,19.7,2.6,3,1,23.47554631,Male,Yoga
45,84.1,1.71,161,169,103.04,122.36,3,56,1.38,480,22.4,3.4,3,3,28.76098629,Male,Yoga
51,52,1.92,173,164,110.72,131.48,3,74,1.31,706,25.7,1.5,2,1,14.10590278,Male,Cardio
25,70.7,1.7,165,160,105.6,125.4,3,53,0.99,808,23.5,2.1,3,1,24.46366782,Male,HIIT
52,50.8,1.8,199,159,127.36,151.24,3,63,1.51,1153,24.9,2.4,4,2,15.67901235,Female,HIIT
28,48.7,1.6,175,133,112,133,2,59,1.38,996,23.5,1.5,2,2,19.0234375,Female,HIIT
24,51.3,1.69,174,153,111.36,132.24,3,74,1.18,828,16.1,2.6,3,2,17.96155597,Female,Yoga
42,77,1.63,185,136,118.4,140.6,2,68,1.07,1029,29.2,1.5,5,1,28.98114344,Female,Cardio
31,50.1,1.69,185,169,118.4,140.6,3,64,1.68,1001,27.4,1.6,4,1,17.54140261,Female,Strength
45,99.3,1.93,182,137,116.48,138.32,2,50,1.23,686,26.8,2.4,3,3,26.65843378,Female,Strength
18,89.2,1.88,189,167,120.96,143.64,3,58,2,1126,29.7,3.5,4,2,25.2376641,Male,Cardio
18,70.8,1.96,196,130,125.44,148.96,2,61,1.46,708,25.2,2.2,3,2,18.42982091,Female,Strength
50,59.1,1.74,181,156,115.84,137.56,3,51,1.01,985,30.1,3.5,2,3,19.52041221,Male,Yoga
46,67.5,1.76,160,150,102.4,121.6,3,74,1.43,577,20,2.6,4,2,21.79106405,Female,Yoga
46,91.4,1.71,183,136,117.12,139.08,2,58,0.93,967.6,30.8,3.4,4,1,31.25748093,Male,Cardio
27,41.4,1.69,191,169,122.24,145.16,3,56,1.99,647,23.2,2.8,5,2,14.49529078,Female,Yoga
24,80,1.59,198,125,126.72,150.48,1,70,1.68,1263,15.3,3.6,3,2,31.64431787,Female,Strength
24,95.5,1.57,181,158,115.84,137.56,3,67,1.47,1609,32.5,2,4,2,38.74396527,Male,Cardio
18,66.9,1.76,163,169,104.32,123.88,3,55,1.15,1018,24.2,3,3,1,21.5973657,Male,Yoga
18,82.8,1.5,197,134,126.08,149.72,2,74,1.79,1009,30.5,3.3,3,3,36.8,Male,Cardio
26,79.7,1.64,194,148,124.16,147.44,3,55,2,1462,21.8,3.2,4,2,29.63265913,Male,Yoga
18,80.4,1.79,171,169,109.44,129.96,3,74,1.43,966.2,16.3,3.6,3,2,25.09284979,Female,HIIT
33,71.8,1.51,190,167,121.6,144.4,3,59,1.84,1321,26.6,3.2,4,3,31.48984694,Female,HIIT
35,73.4,1.57,169,138,108.16,128.44,3,67,1.14,977,32.4,3,4,3,29.7780843,Male,Strength
54,45.8,1.62,163,135,104.32,123.88,3,66,1.26,1703,15.2,1.6,4,2,17.45160799,Female,Strength
44,106.8,1.65,171,143,109.44,129.96,3,71,1.54,1295,17.1,3.5,3,3,39.22865014,Female,Cardio
19,59.8,1.7,181,120,115.84,137.56,2,73,1.54,1130,29.6,3.5,3,1,20.69204152,Male,Cardio
45,88.4,1.5,181,132,115.84,137.56,2,66,2,1213.8,23,2.4,3,1,39.28888889,Female,Cardio
44,52.5,1.65,174,169,111.36,132.24,3,51,1.95,1783,29.4,2,2,1,19.28374656,Male,Cardio
58,56.5,1.76,180,139,115.2,136.8,3,74,2,1396,24.1,3.4,2,2,18.23992769,Male,Yoga
18,49.9,1.74,177,161,113.28,134.52,3,70,2,950,23,3.4,4,2,16.48170168,Male,HIIT
30,62.3,1.82,174,160,111.36,132.24,3,64,1.23,1080,15.9,2.5,3,3,18.80811496,Female,Cardio
18,76.1,1.64,196,169,125.44,148.96,3,63,1.43,686,34.8,1.5,3,3,28.29417014,Female,Cardio
18,40,1.74,160,145,102.4,121.6,3,74,0.53,907,24.8,3.6,4,3,13.21178491,Female,Strength
18,91.1,1.7,190,137,121.6,144.4,2,68,1.03,826,33.7,3.5,2,2,31.52249135,Male,Cardio
28,67.1,1.9,184,169,117.76,139.84,3,59,1.61,587,20.8,2.7,3,1,18.58725762,Female,Yoga
18,53.9,1.69,187,169,119.68,142.12,3,56,1.34,752,13.6,3.3,3,2,18.87188824,Female,Yoga
34,79.3,1.65,181,149,115.84,137.56,3,64,1.4,501,12,2.3,2,1,29.12764004,Female,HIIT
18,40,1.88,165,145,105.6,125.4,3,71,1.59,1121,22.6,3.4,2,1,11.31733816,Female,Strength
35,75.7,1.74,189,136,120.96,143.64,2,74,1.7,854,24,1.5,2,2,25.00330295,Male,HIIT
29,82.5,1.79,190,132,121.6,144.4,2,69,0.9,664,10,2.3,2,1,25.74826004,Male,Yoga
19,40,1.84,199,123,127.36,151.24,1,74,1.34,904,30.2,3.1,3,1,11.8147448,Male,Strength
20,73,1.59,175,165,112,133,3,70,0.96,869,30.1,3,5,1,28.87544005,Female,Strength
23,56.5,1.97,169,151,108.16,128.44,3,56,2,1380,28.6,2.6,3,2,14.5584787,Female,Strength
33,78.7,1.61,193,137,123.52,146.68,2,55,0.93,1668,24.5,2.3,4,2,30.36148297,Male,Strength
27,75.4,1.58,192,169,122.88,145.92,3,63,1.3,1386,16.9,3.6,3,1,30.20349303,Male,Strength
48,59.6,1.78,181,152,115.84,137.56,3,53,1.65,1741,23.2,3.3,4,1,18.81075622,Male,Strength
29,57.2,1.84,168,141,107.52,127.68,3,74,1.56,303,16.8,2.4,5,3,16.89508507,Female,Yoga
39,74.3,1.63,178,169,113.92,135.28,3,57,1.35,1376,25.9,3.2,3,3,27.96492153,Female,Yoga
46,64.4,1.82,186,121,119.04,141.36,2,72,1.96,582,26.2,2.62,3,3,19.44209637,Male,Cardio
42,70.08,1.748,182,140,116.48,138.32,3,60,2,786,27.5,1.5,2,1,22.93565971,Male,HIIT
54,63.8,1.92,188,131,120.32,142.88,2,57,0.98,1117,20.7,1.6,5,2,17.30685764,Male,HIIT
21,45.1,1.87,192,138,122.88,145.92,2,69,1.89,1071,25.8,2.3,5,2,12.89713746,Female,Strength
27,63.7,1.86,183,156,117.12,139.08,3,70,0.91,759,24.5,3.5,3,3,18.41253324,Male,Strength
30,53.46,1.81,179,144,114.56,136.04,3,50,1.52,1144,22,1.5,2,2,16.31818321,Female,HIIT
58,59,1.78,166,144,106.24,126.16,3,74,1.47,1152,28.9,3.4,5,2,18.62138619,Female,Strength
20,57.1,1.66,168,146,107.52,127.68,3,74,1.17,1040,24.6,3.5,2,2,20.72143998,Male,Cardio
43,68.8,1.79,188,122,120.32,142.88,2,73,1.56,350,23.4,1.5,4,1,21.47248837,Male,HIIT
26,62.9,1.69,192,139,122.88,145.92,2,69,1.77,1046.2,28.8,3.4,4,2,22.02303841,Female,Strength
55,98.6,1.6,197,167,126.08,149.72,3,74,1.16,802,22.1,2.9,4,2,38.515625,Female,HIIT
25,102.8,2,166,131,106.24,126.16,3,73,1.28,1783,27.1,3.2,3,1,25.7,Female,Cardio
36,45.8,1.59,177,126,113.28,134.52,2,74,0.92,1221,32.9,3,3,3,18.11637198,Male,Strength
53,47.5,1.66,166,156,106.24,126.16,3,55,1.1,1766,22.5,1.6,3,1,17.2376252,Female,HIIT
52,88,1.87,180,128,115.2,136.8,2,74,1.44,1058,32.2,1.7,4,2,25.16514627,Male,Strength
43,76.3,1.66,188,164,120.32,142.88,3,58,0.84,606,25.7,1.8,3,1,27.68906953,Male,Strength
31,85.9,1.7,162,143,103.68,123.12,3,56,2,1455,28,3.3,3,3,29.72318339,Female,Yoga
28,93.7,1.77,192,142,122.88,145.92,2,57,1.45,1230,14.8,3.6,2,2,29.90839159,Male,Cardio
26,83.6,1.79,171,128,109.44,129.96,2,72,0.7,1247,25.4,3.2,3,1,26.09157018,Male,Strength
38,101.4,2,190,169,121.6,144.4,3,63,1.772,1772,20.7,2.6,4,1,25.35,Male,Cardio
36,77.6,1.6,183,165,117.12,139.08,3,72,0.66,1208,25.6,1.7,3,1,30.3125,Female,Cardio
28,44.7,1.68,166,160,106.24,126.16,3,62,0.99,1672,28.6,1.5,2,3,15.83758503,Female,Yoga
40,79.9,1.51,175,169,112,133,3,64,1.44,1277,26.2,1.5,5,3,35.04232271,Male,Yoga
45,70.2,1.82,167,139,106.88,126.92,3,67,1.32,953,10,1.5,4,2,21.19309262,Female,Strength
40,44.2,1.7,161,160,103.04,122.36,3,64,1.71,979,23.7,3.4,3,2,15.29411765,Female,Yoga
49,90.6,1.78,181,130,115.84,137.56,2,63,1.27,1002,28.2,2.3,3,2,28.59487438,Male,Strength
40,56.8,1.54,166,167,106.24,126.16,3,71,1.06,1225,27.6,1.7,4,1,23.9500759,Female,Yoga
51,48.7,1.5,168,140,107.52,127.68,3,58,0.93,1108,27.3,3.2,2,2,21.64444444,Female,Cardio
41,72.3,1.66,165,142,105.6,125.4,3,74,1.4,758,25.6,3.6,4,1,26.23748004,Female,Cardio
43,68,1.78,183,120,117.12,139.08,2,58,2,1030,22.8,1.5,4,2,21.46193662,Female,HIIT
44,46.7,1.81,191,132,122.24,145.16,2,58,1.45,1113,10,3.5,4,3,14.25475413,Male,Cardio
30,59.4,1.87,190,122,121.6,144.4,2,50,1.77,1337,25.5,2.8,4,1,16.98647373,Male,Yoga
18,75.9,1.7,183,151,117.12,139.08,3,51,1.01,1289,30.1,3.2,2,1,26.26297578,Female,HIIT
47,45.1,1.73,193,152,123.52,146.68,3,57,1.25,918,29.7,2.8,3,3,15.06899663,Female,Strength
25,64.6,1.51,194,127,124.16,147.44,2,55,1.4,1155,26.9,3.5,2,3,28.3320907,Female,Cardio
18,68.7,1.6,163,135,104.32,123.88,3,61,1.05,367,23.1,3.6,3,2,26.8359375,Female,Yoga
45,61.1,1.74,171,164,109.44,129.96,3,69,1.16,1019,19.6,2.8,3,1,20.18100145,Female,Yoga
47,70.1,1.71,199,139,127.36,151.24,2,74,1.15,1238,25.1,2.5,4,1,23.97318833,Female,Cardio
28,50.3,1.81,176,156,112.64,133.76,3,70,1.46,1143,31.8,1.9,3,1,15.35362168,Male,Strength
18,66.8,1.62,161,169,103.04,122.36,3,74,1.57,1410,30.2,3.3,4,1,25.45343698,Female,HIIT
28,59.9,1.7,169,163,108.16,128.44,3,65,1.26,1474,11.7,2.9,4,1,20.7266436,Male,Yoga
41,52.8,1.68,192,132,122.88,145.92,2,59,1.47,1709,29.6,3.5,4,1,18.70748299,Male,Cardio
51,62.7,1.73,198,140,126.72,150.48,2,50,1.98,1656,18.2,3.6,4,2,20.94958067,Female,Strength
34,76.4,1.84,164,161,104.96,124.64,3,69,1.2,978,17,3,3,1,22.56616257,Male,Cardio
52,54.7,1.93,193,135,123.52,146.68,2,62,2,416,31.9,3.2,2,2,14.68495799,Male,Cardio
18,49,1.72,190,153,121.6,144.4,3,60,0.72,862,24.4,2.8,4,3,16.56300703,Female,HIIT
30,46.3,1.59,166,133,106.24,126.16,3,54,1.33,1001,23.8,2.2,2,2,18.31414897,Male,Strength
35,68.2,1.7,178,137,113.92,135.28,3,52,2,1181,23.5,3.3,3,2,23.59861592,Female,HIIT
36,85.1,1.67,184,131,117.76,139.84,2,53,1.03,608,19.7,2.1,4,2,30.51382265,Female,Yoga
31,59.8,2,188,144,120.32,142.88,3,70,2,1337,32.9,3.1,3,1,14.95,Female,HIIT
56,63.7,1.74,161,158,103.04,122.36,3,65,1.94,1297,28.6,3.2,3,3,21.03976747,Female,Yoga
34,40,1.68,183,167,117.12,139.08,3,64,1.45,1642,28.2,2.3,3,2,14.1723356,Male,Yoga
56,64.7,1.78,199,129,127.36,151.24,2,62,1.1,941,11.5,2.4,3,2,20.42040146,Male,HIIT
28,56.5,1.73,198,136,126.72,150.48,2,74,1.23,991,14.5,3.6,5,1,18.87801129,Male,Strength
18,56.9,1.74,180,149,115.2,136.8,3,59,0.89,1441,22,3.2,2,2,18.79376404,Male,Cardio
